loan_id,age,income,loan_amount,credit_score,default
1324,43,52906.0,17504,620,0
1325,60,36109.0,7183,724,1
1326,32,49217.0,10998,499,0
1327,41,52335.0,12323,416,0
1328,49,48501.0,23003,839,0
1329,61,44111.0,15239,559,0
1330,19,57095.0,15080,377,0
1331,52,58482.0,32252,697,0
1332,19,25736.0,17703,698,0
1333,55,64582.0,14524,343,0
1334,26,62371.0,18472,627,0
1335,29,17669.0,16176,832,0
1336,21,56404.0,12847,636,0
1337,49,78245.0,2166,661,0
1338,52,34622.0,17802,357,0
1339,30,26887.0,30637,606,0
1340,52,67983.0,11078,327,0
1341,63,22763.0,14044,815,0
1342,18,47106.0,9361,367,0
1343,66,60931.0,8677,377,0
1344,20,58259.0,16548,520,0
1345,58,36348.0,27640,374,0
1346,64,54368.0,26135,505,0
1347,51,34255.0,19848,734,1
1348,22,71195.0,13384,667,0
1349,62,42265.0,16433,807,0
1350,58,54782.0,17089,352,0
1351,19,26259.0,13842,585,0
1352,27,59186.0,8586,686,0
1353,66,41069.0,8210,469,1
1354,29,93348.0,20954,331,0
1355,63,45948.0,15168,481,0
1356,35,48650.0,24931,342,0
1357,23,53898.0,16249,465,0
1358,35,39243.0,4099,496,0
1359,69,54351.0,3262,522,0
1360,44,59767.0,10655,474,1
1361,57,69023.0,16850,537,1
1362,26,51195.0,19361,691,0
1363,28,77893.0,11911,381,0
1364,67,68633.0,27338,700,0
1365,18,52273.0,21277,654,1
1366,38,65105.0,14282,790,1
1367,57,46444.0,14806,810,0
1368,18,65730.0,4797,754,1
1369,60,36240.0,8054,563,0
1370,64,42990.0,17604,352,0
1371,44,54814.0,19165,612,0
1372,28,55568.0,18925,358,1
1373,41,39612.0,25401,310,1
1374,40,68490.0,7355,674,1
1375,59,42646.0,12324,624,0
1376,34,60320.0,11540,680,0
1377,20,56280.0,24809,724,0
1378,21,11453.0,25572,768,0
1379,31,29423.0,13388,708,0
1380,49,65820.0,4431,750,0
1381,46,29573.0,12958,430,0
1382,56,43060.0,20260,554,0
1383,60,65806.0,8269,488,0
1384,49,49246.0,24794,624,0
1385,66,59743.0,12817,477,0
1386,56,38160.0,22732,583,0
1387,58,32404.0,19235,523,1
1388,49,50524.0,22010,662,0
1389,63,54361.0,14454,370,0
1390,67,43439.0,834,591,1
1391,20,39325.0,14111,676,0
1392,27,65445.0,18006,608,0
1393,36,49778.0,-2536,744,1
1394,23,55733.0,24269,570,0
1395,43,66199.0,8032,501,0
1396,27,43992.0,12102,512,0
1397,22,47729.0,-351,331,1
1398,60,40469.0,21522,746,1
1399,43,58076.0,3215,654,0
1400,42,64528.0,10984,469,0
1401,44,53220.0,13386,454,1
1402,54,41844.0,33882,307,0
1403,24,18563.0,25232,700,0
1404,41,49024.0,21412,660,0
1405,61,53919.0,28028,795,0
1406,62,44240.0,20545,825,1
1407,43,40001.0,7605,621,0
1408,40,50714.0,4033,664,1
1409,40,53615.0,29544,758,0
1410,48,32892.0,26723,678,0
1411,61,66565.0,12564,556,0
1412,22,60565.0,-272,826,0
1413,55,12592.0,25865,358,0
1414,19,82536.0,5682,438,0
1415,38,43481.0,3087,713,0
1416,46,34513.0,10004,623,0
1417,35,62550.0,8046,327,0
1418,36,36600.0,12633,530,0
1419,46,78210.0,10827,449,0
1420,40,40995.0,7702,408,0
1421,62,52614.0,20124,490,0
1422,34,46212.0,16709,306,0
1423,23,59905.0,28760,395,0
1424,23,50347.0,18763,356,0
1425,67,37421.0,18455,783,0
1426,67,48338.0,11454,721,0
1427,34,41142.0,6136,328,1
1428,67,42556.0,18249,547,0
1429,23,42964.0,123,364,1
1430,23,44076.0,24577,376,0
1431,41,34424.0,15511,403,1
1432,29,68077.0,10667,684,0
1433,48,60938.0,14924,337,1
1434,41,49251.0,9911,352,0
1435,55,29748.0,23913,609,0
1436,38,12492.0,20134,468,0
1437,24,29291.0,7928,443,0
1438,39,86929.0,8618,586,1
1439,37,44335.0,17169,322,0
1440,33,68469.0,11402,721,0
1441,23,68653.0,2614,536,1
1442,54,43996.0,-3872,730,1
1443,42,48928.0,20309,430,0
1444,31,55341.0,16296,573,0
1445,31,38955.0,24868,498,0
1446,65,38475.0,8826,758,0
1447,31,43052.0,19415,568,0
1448,58,64310.0,19282,738,0
1449,65,84839.0,11059,587,0
1450,21,57615.0,-142,790,0
1451,22,40719.0,22406,575,0
1452,22,61984.0,14245,503,0
1453,35,33767.0,10466,411,1
1454,69,32479.0,11654,688,0
1455,64,49390.0,-2176,390,0
1456,62,52694.0,28095,505,0
1457,53,45421.0,22730,798,1
1458,62,49712.0,17599,366,1
1459,31,60223.0,26320,584,0
1460,29,55351.0,18321,630,0
1461,47,44169.0,19427,818,1
1462,65,49005.0,16407,671,0
1463,30,55670.0,2591,759,0
1464,68,65264.0,3716,517,0
1465,60,53585.0,13900,688,0
1466,34,53467.0,4841,412,0
1467,29,47619.0,8153,361,0
1468,56,52967.0,16353,302,1
1469,56,24775.0,9167,797,0
1470,24,51265.0,13358,710,0
1471,44,64475.0,11074,736,0
1472,60,54336.0,11090,798,1
1473,34,47320.0,5763,376,0
1474,41,55861.0,26308,777,0
1475,58,8300.0,15920,317,0
1476,63,47301.0,17837,483,0
1477,67,40912.0,11284,836,0
1478,42,24145.0,6618,465,0
1479,67,89412.0,7962,744,1
1480,69,60834.0,20213,764,0
1481,52,62727.0,17097,347,0
1482,50,59579.0,11130,451,0
1483,56,52736.0,26772,318,0
1484,64,51181.0,11370,315,0
1485,58,17733.0,2585,518,1
1486,23,56176.0,9192,313,1
1487,68,53276.0,20278,335,0
1488,57,73540.0,299,839,0
1489,39,74810.0,22994,604,0
1490,45,68840.0,21106,654,1
1491,44,21927.0,6769,706,0
1492,24,56849.0,34211,388,1
1493,25,49961.0,28409,536,1
1494,28,45900.0,10649,492,0
1495,29,28316.0,12663,519,0
1496,46,56830.0,17789,363,1
1497,59,43067.0,7737,731,0
1498,31,50893.0,18247,845,0
1499,47,55561.0,27751,578,0
1500,46,65277.0,10569,400,0
1501,62,37038.0,24060,750,1
1502,55,56615.0,8942,670,0
1503,69,55803.0,4067,583,0
1504,60,47043.0,18705,608,1
1505,43,53621.0,14344,353,0
1506,23,60434.0,10414,529,0
1507,49,53212.0,24005,588,1
1508,49,51828.0,24226,511,0
1509,54,56359.0,10072,661,0
1510,22,52414.0,15475,602,0
1511,32,56572.0,14925,809,0
1512,25,50023.0,13990,490,1
1513,46,66785.0,28682,796,1
1514,38,66851.0,26817,583,0
1515,34,59914.0,3887,537,0
1516,49,54347.0,11573,444,0
1517,42,46460.0,27481,361,0
1518,18,48189.0,19313,622,0
1519,66,60323.0,24775,557,1
1520,50,39652.0,29372,767,0
1521,22,44521.0,20611,703,0
1522,48,54044.0,35074,472,0
1523,36,32564.0,13782,754,1
1524,45,24382.0,21580,774,1
1525,46,58900.0,9005,378,0
1526,64,63253.0,18380,399,0
1527,21,34843.0,9238,830,1
1528,46,51955.0,4476,392,0
1529,48,63631.0,11091,677,1
1530,22,43971.0,23015,443,1
1531,30,40167.0,18222,408,1
1532,61,43516.0,11533,511,0
1533,69,76145.0,14951,662,0
1534,45,80130.0,22826,667,0
1535,18,52292.0,5172,543,0
1536,30,40878.0,9409,349,0
1537,27,22596.0,21775,432,1
1538,66,54567.0,21798,797,0
1539,68,58164.0,17683,791,1
1540,37,37376.0,24515,560,0
1541,23,47425.0,19563,519,0
1542,60,38474.0,8149,825,0
1543,38,52103.0,16994,788,0
1544,42,63530.0,31212,354,1
1545,45,43638.0,7182,806,0
1546,39,32924.0,8416,843,0
1547,22,49856.0,15797,483,0
1548,47,41459.0,2591,691,0
1549,52,29332.0,4038,746,0
1550,59,93112.0,9537,520,0
1551,59,59940.0,22637,777,0
1552,25,56609.0,7099,479,0
1553,19,36658.0,7687,518,0
1554,37,79536.0,16554,670,0
1555,33,59006.0,21805,703,0
1556,41,43896.0,19944,765,0
1557,33,40756.0,593,801,0
1558,62,50625.0,12980,334,0
1559,29,50713.0,29921,633,1
1560,25,33226.0,18277,579,0
1561,43,54655.0,15349,590,0
1562,41,39619.0,15257,453,0
1563,41,65621.0,24753,627,0
1564,49,77402.0,23312,505,0
1565,23,33108.0,10348,533,1
1566,36,63530.0,5553,586,0
1567,41,58063.0,19948,337,0
1568,62,34855.0,16401,720,1
1569,34,64854.0,20362,320,0
1570,29,36909.0,20183,839,0
1571,67,44789.0,15453,744,1
1572,63,70039.0,32756,608,0
1573,51,32789.0,8502,390,0
1574,27,10888.0,21397,591,0
1575,26,73115.0,16059,348,0
1576,26,31645.0,16758,314,1
1577,29,59518.0,20969,745,0
1578,54,27303.0,5421,623,1
1579,31,40677.0,10725,648,0
1580,65,38147.0,23356,821,0
1581,61,50511.0,20153,456,0
1582,53,49811.0,18683,724,0
1583,52,51056.0,15645,344,0
1584,39,60639.0,11619,357,0
1585,61,50615.0,32232,662,1
1586,39,55295.0,3526,823,0
1587,29,49364.0,22353,623,1
1588,61,44723.0,20529,400,0
1589,22,38074.0,16266,405,0
1590,69,59841.0,14673,693,0
1591,18,37533.0,-7601,548,0
1592,34,17278.0,-8677,396,0
1593,46,45764.0,799,408,0
1594,61,61813.0,18586,464,0
1595,42,41779.0,22126,655,0
1596,35,43937.0,13297,740,0
1597,27,65784.0,-714,334,0
1598,33,26835.0,18656,377,1
1599,24,57628.0,7001,719,0
1600,56,12210.0,24920,573,0
1601,36,45049.0,-1340,515,0
1602,35,57969.0,25426,626,0
1603,36,77135.0,24346,636,1
1604,22,56245.0,16538,385,0
1605,42,49050.0,20734,341,0
1606,46,68799.0,13155,676,0
1607,23,35343.0,9433,399,1
1608,62,25622.0,26683,435,0
1609,28,50479.0,10533,766,0
1610,41,56161.0,-2779,719,0
1611,59,60769.0,16846,428,0
1612,24,22631.0,6397,656,0
1613,21,37418.0,13394,704,0
1614,22,60236.0,18533,414,0
1615,35,24433.0,7039,491,1
1616,51,37503.0,588,632,0
1617,51,66958.0,25349,397,0
1618,37,91700.0,10558,318,0
1619,59,21791.0,22080,848,0
1620,22,43210.0,20687,834,0
1621,64,33628.0,22611,377,1
1622,32,54162.0,16649,345,1
1623,65,61845.0,12437,477,0
1624,39,47659.0,17999,803,0
1625,23,28126.0,7468,357,0
1626,33,65418.0,18589,406,0
1627,19,50983.0,13108,454,0
1628,54,45846.0,18786,770,0
1629,20,60936.0,13898,540,1
1630,49,60632.0,17531,752,1
1631,49,47683.0,8765,773,0
1632,56,48645.0,16301,720,0
1633,25,42212.0,12397,604,1
1634,46,13183.0,28561,478,1
1635,48,39288.0,33665,705,0
1636,27,60154.0,14267,725,0
1637,58,22243.0,37049,516,0
1638,53,15813.0,6496,557,0
1639,50,47571.0,22494,465,0
1640,37,74289.0,10592,300,0
1641,23,84794.0,5492,569,0
1642,65,47406.0,35858,394,0
1643,45,67518.0,22461,548,0
1644,57,65532.0,14752,626,0
1645,51,32572.0,9057,328,0
1646,37,63248.0,13617,662,0
1647,51,47189.0,-1414,678,0
1648,54,79116.0,-4805,326,0
1649,27,59554.0,22870,747,0
1650,38,56295.0,16347,790,0
1651,66,30606.0,26839,713,0
1652,50,39605.0,33678,342,0
1653,62,38836.0,18246,763,0
1654,64,66936.0,11178,654,0
1655,55,61985.0,18827,536,1
1656,46,52117.0,373,368,0
1657,20,45899.0,12075,378,0
1658,34,33095.0,18419,356,0
1659,34,80544.0,26947,696,0
1660,55,48935.0,26584,558,0
1661,50,50829.0,-5098,699,0
1662,61,45111.0,17865,670,0
1663,35,37542.0,20789,608,0
1664,49,53811.0,15052,796,0
1665,66,32853.0,8847,470,0
1666,47,49991.0,19587,505,0
1667,45,69434.0,18168,474,0
1668,37,58289.0,20585,540,0
1669,43,75955.0,5845,849,0
1670,40,56429.0,5661,522,0
1671,30,31469.0,28700,627,1
1672,22,48430.0,8388,349,0
1673,55,41716.0,14447,488,0
1674,58,25557.0,13021,661,0
1675,40,47756.0,10006,795,0
1676,66,38928.0,8205,343,0
1677,24,47143.0,17320,346,0
1678,56,53114.0,2790,848,0
1679,57,31102.0,4928,390,1
1680,36,40810.0,22654,833,0
1681,34,52208.0,13064,330,0
1682,61,53958.0,37993,480,1
1683,65,68402.0,33640,515,0
1684,29,62996.0,4762,508,0
1685,23,50780.0,17271,482,0
1686,67,55228.0,19470,818,0
1687,45,48003.0,17662,527,1
1688,22,61304.0,12497,726,0
1689,64,67739.0,28126,405,0
1690,53,45868.0,4838,425,0
1691,45,40365.0,3769,325,0
1692,52,69055.0,4814,756,0
1693,64,54710.0,4939,430,0
1694,64,70801.0,1151,776,0
1695,69,12733.0,14583,835,0
1696,49,58057.0,18485,678,0
1697,27,54787.0,25268,518,0
1698,30,51299.0,14644,836,0
1699,23,71617.0,21469,328,1
1700,57,48372.0,2825,485,0
1701,23,56147.0,8058,546,0
1702,49,53779.0,15614,432,0
1703,39,58567.0,25516,445,0
1704,41,72333.0,19934,312,1
1705,25,75310.0,-9108,771,1
1706,39,30130.0,9825,398,0
1707,50,43472.0,31494,326,0
1708,18,75361.0,16007,679,1
1709,61,53165.0,7564,791,0
1710,30,56091.0,9422,399,0
1711,35,27064.0,23736,701,0
1712,43,46969.0,7887,585,0
1713,29,69315.0,34362,609,0
1714,49,20328.0,21033,768,0
1715,56,36139.0,11652,789,0
1716,19,35315.0,31231,634,0
1717,33,57054.0,25884,776,0
1718,63,44146.0,12247,385,1
1719,31,48766.0,14287,586,0
1720,61,43515.0,14357,596,0
1721,22,43132.0,16946,743,0
1722,66,15347.0,-1608,833,0
1723,21,69655.0,6481,459,0
1724,32,80810.0,7765,524,0
1725,30,65846.0,2092,333,0
1726,35,50954.0,21911,554,0
1727,29,52099.0,14289,823,0
1728,36,90829.0,11642,399,0
1729,19,54826.0,18408,799,0
1730,51,59373.0,-327,805,0
1731,50,72304.0,16048,688,0
1732,18,35135.0,16236,721,0
1733,67,67255.0,25699,546,0
1734,18,31949.0,11160,847,0
1735,36,77846.0,10034,477,0
1736,33,29929.0,7470,831,1
1737,46,29063.0,8789,833,0
1738,59,58470.0,12847,670,0
1739,53,36408.0,29276,578,0
1740,50,39283.0,21081,527,0
1741,57,23994.0,12423,598,0
1742,53,30205.0,6502,828,0
1743,31,65800.0,10426,307,0
1744,22,56709.0,13692,624,0
1745,43,75388.0,22499,738,0
1746,63,43704.0,2645,714,0
1747,58,56800.0,17143,748,0
1748,38,47801.0,25008,555,0
1749,58,43136.0,4355,359,0
1750,26,69557.0,5811,520,0
1751,51,55116.0,7561,475,1
1752,22,44901.0,9715,624,0
1753,61,62844.0,16003,805,0
1754,58,67571.0,18013,684,0
1755,33,49987.0,20543,477,0
1756,51,38226.0,10122,401,0
1757,34,17445.0,-1579,448,0
1758,18,17544.0,24368,423,0
1759,29,42666.0,19259,715,0
1760,20,58832.0,29124,788,0
1761,54,32089.0,16680,421,1
1762,69,71024.0,11494,638,0
1763,28,34391.0,14925,756,0
1764,55,62819.0,34702,387,0
1765,32,32972.0,13952,593,0
1766,48,53130.0,11259,801,1
1767,26,71728.0,16609,473,0
1768,40,41004.0,21616,628,0
1769,35,49944.0,13185,384,0
1770,36,17174.0,8342,702,0
1771,53,36112.0,21795,540,0
1772,54,40347.0,19192,431,0
1773,33,69853.0,18988,779,0
1774,20,57927.0,13860,548,0
1775,42,45445.0,17464,499,0
1776,60,89761.0,-1895,351,0
1777,38,73343.0,16098,357,0
1778,59,48820.0,15756,404,0
1779,67,64590.0,25808,367,1
1780,41,60222.0,16071,598,0
1781,59,38386.0,10240,350,0
1782,28,60146.0,15861,322,0
1783,31,55083.0,27554,339,1
1784,44,68400.0,644,378,0
1785,48,42888.0,12984,336,0
1786,39,53956.0,21268,333,1
1787,61,30949.0,14639,567,0
1788,50,32847.0,14270,506,0
1789,47,31319.0,21450,746,0
1790,25,51063.0,31711,396,1
1791,61,11877.0,8305,718,0
1792,53,68853.0,10467,690,1
1793,27,22002.0,14546,715,0
1794,60,32643.0,12374,378,0
1795,44,45274.0,18293,773,0
1796,31,55717.0,28296,838,1
1797,55,58604.0,26941,560,0
1798,42,38308.0,-546,430,0
1799,65,74691.0,29402,826,0
1800,21,39450.0,13231,650,0
1801,27,52615.0,12348,754,1
1802,56,35133.0,17152,819,0
1803,48,52998.0,15461,492,1
1804,52,30263.0,24301,664,0
1805,36,59110.0,4566,466,0
1806,62,67077.0,10364,395,1
1807,45,79191.0,18940,406,0
1808,57,27786.0,6359,491,1
1809,60,60605.0,25701,818,0
1810,42,39196.0,3134,711,0
1811,62,73931.0,40574,477,1
1812,56,46321.0,13899,844,0
1813,42,5470.0,18569,592,1
1814,37,43985.0,7934,737,0
1815,65,79047.0,19006,361,0
1816,69,47545.0,13031,776,0
1817,48,39282.0,15354,446,0
1818,50,77067.0,23747,397,1
1819,60,50013.0,20223,561,1
1820,21,62268.0,12017,376,0
1821,43,18117.0,22683,804,0
1822,69,59672.0,13457,796,0
1823,45,71406.0,6144,577,0
1824,51,50479.0,30549,371,0
1825,64,63220.0,16433,364,0
1826,19,41017.0,14843,741,0
1827,55,47339.0,9265,360,0
1828,24,47456.0,31108,372,0
1829,63,57443.0,11785,663,0
1830,47,75947.0,7772,413,1
1831,22,46046.0,21266,375,0
1832,40,22506.0,16072,395,0
