Date,Category,Sales,Quantity,Profit,Region
1/13/2023,Electronics,589,14,163.1408924520233,South
1/13/2023,Clothing,768.4657751520224,13,189.05998327714784,West
1/13/2023,Home Goods,1362.8145912059902,1,372.14536862826486,West
1/13/2023,Sports,1161.3880011075987,1,184.16465910947372,North
1/13/2023,Books,1835.1814139469511,17,207.52439084521168,West
1/14/2023,Electronics,990.6439605499468,14,370.95586092322384,East
1/14/2023,Clothing,1181.8388089297255,3,465.7620542695215,West
1/14/2023,Home Goods,416.73112187512004,1,81.29449101421847,West
1/14/2023,Sports,597.5789506161507,3,161.9548618043204,West
1/14/2023,Books,513,18,146.08947735729927,South
1/15/2023,Electronics,608.2907337876729,10,220.93844629734755,North
1/15/2023,Clothing,774.7714470796982,8,239.48551299443943,East
1/15/2023,Home Goods,1135,10,389.0642349928092,East
1/15/2023,Sports,1533.6773031657883,NaN,552.3104708794712,North
1/15/2023,Books,645.0203135636743,8,200.33689994039062,West
1/16/2023,Electronics,1148.4986962575085,14,421.5008620476588,East
1/16/2023,Clothing,1020.5053753311487,19,244.59412160742644,East
1/16/2023,Home Goods,877.1773508285327,17,97.54603066243725,South
1/16/2023,Sports,1106.3258755358988,5,283.9639571,North
1/16/2023,Books,435.9062234642331,12,169.81840636969702,East
1/17/2023,Electronics,1716.7107872177387,8,545.6177262538764,Nan
1/17/2023,Clothing,1553,18,395.8504821335443,South
1/17/2023,Home Goods,967.8416574516622,19,224.24061396206238,East
1/17/2023,Sports,854.1348142740628,5,132.6472240342504,South
1/17/2023,Books,1151.496183694137,1,175.01394283464847,North
1/18/2023,Electronics,1259.7265582510365,15,220.54394327459875,South
1/18/2023,Clothing,1055.1566543228676,7,313.5222827,North
1/18/2023,Home Goods,1173.3691405296504,3,204.54088352302495,
1/18/2023,Sports,795.9986997646172,15,89.32589208312282,South
1/18/2023,Books,920.9782465398181,5,223.10895915435665,South
1/19/2023,,1209.7277145579967,4,183.8309021288239,South
1/19/2023,Clothing,1179.9689901133017,5,259.0638677120017,South
1/19/2023,Home Goods,1000.5440833584029,5,305.3551791466866,West
1/19/2023,Sports,1226.7805845374958,16,359.1103077445796,North
1/19/2023,Books,1103.2204394206067,12,238.79314290988776,West
1/20/2023,Electronics,1277.8697628655102,1,303.4632300379998,East
1/20/2023,Clothing,1133.8868044005753,1,440.3530694903432,South
1/20/2023,Home Goods,1340.872695135779,11,212.84656549016285,North
1/20/2023,Sports,836.4887153958725,19,238.79759078908097,East
1/20/2023,Books,619.7853095462995,17,183.90070791842052,North
1/21/2023,Nan,823.1905729167365,4,253.43330069370387,South
1/21/2023,Clothing,1254.8806291063074,13,478.10254952621585,West
1/21/2023,Home Goods,0,4,190.5987762,North
1/21/2023,Sports,1188.8886525770836,3,472.1689623508644,West
1/21/2023,Books,890,5,152.6489404,East
1/22/2023,Electronics,835.6829551122014,13,269.06703734444056,East
1/22/2023,Clothing,1391.6436421462986,13,513.0391264139492,North
1/22/2023,Home Goods,1006.3011524898277,4,103.90189760145496,North
1/22/2023,Sports,876.6128228020557,14,265.64083517166534,West
1/22/2023,Books,1295.207063368927,19,321.0918006473387,West
1/23/2023,Electronics,462.38646995943554,4,177.49091336932753,West
1/23/2023,Clothing,865.9679464630277,7,110.29126317489369,South
1/23/2023,Home Goods,1544.0999727636722,15,220.6480329853319,South
1/23/2023,Sports,1121.3748685352575,12,403.76292099010783,NaN
1/23/2023,Books,1073.4899713326167,10,235.0894521765336,East
1/24/2023,Electronics,847.9170473886611,2,105.48481010603038,North
1/24/2023,Clothing,1133.6520703844153,13,239.4189782566733,West
1/24/2023,Home Goods,561.4730031892834,17,215.70365137207583,North
1/24/2023,Sports,477.01442583647236,19,158.91452955116068,South
1/24/2023,Books,1320.8433856122608,7,300.18358904472973,South
1/25/2023,Electronics,782.6998613958701,13,80.93593499532606,West
1/25/2023,Clothing,437.26640843081714,8,59.14372479045528,North
1/25/2023,Home Goods,1252.0513477835277,17,156.34039209206944,North
1/25/2023,Sports,1340.002607520722,6,309.40760638432454,South
1/25/2023,Books,1067.227744543125,5,187.72221236673573,East
1/26/2023,Electronics,1003.7777202345385,18,150.43077621635456,North
1/26/2023,Clothing,870.4173395174884,3,322.3568013446807,North
1/26/2023,Home Goods,1557.990101946079,11,287.12037071337625,West
1/26/2023,Sports,957,8,144.41736734595108,West
1/26/2023,Books,0,8,168.8872777649107,South
1/27/2023,Electronics,760.5294345905402,4,301.06563342491046,South
1/27/2023,Clothing,598.6465528574865,17,110.10849304035169,North
1/27/2023,Home Goods,1171.4042530980364,13,437.25961876341574,North
1/27/2023,Sports,0,6,497.0179981966401,West
1/27/2023,Books,1234.0825493260004,10,468.7274383025485,South
1/28/2023,Electronics,1045.3239886458184,13,156.22396105974673,West
1/28/2023,Clothing,1353.832036216386,15,196.4749654,North
1/28/2023,Home Goods,859.2473043685886,17,302.0242343462156,South
1/28/2023,Sports,0,5,439.98222482613494,
1/28/2023,Books,1573.4588819528285,5,500.10227563806313,South
1/29/2023,Electronics,865,14,139.70609038717868,North
1/29/2023,Clothing,1186.8549797042497,19,216.50553838541407,West
1/29/2023,Home Goods,1213.484463426667,2,251.73591445612212,West
1/29/2023,Sports,662.6073724486392,7,199.75754240646827,South
1/29/2023,Books,1382.638974596086,18,491.74170419066274,South
1/30/2023,Electronics,972.5301818050488,12,260.91175041210425,South
1/30/2023,Clothing,1124.1138399856222,15,254.23041070052463,North
1/30/2023,Home Goods,1402.6265512917746,14,436.53094821817547,East
1/30/2023,Sports,1070.039738944073,2,219.54675986514258,South
1/30/2023,Books,1240.795676682229,18,270.08798227745206,East
1/31/2023,Electronics,1075.3584916659022,6,253.0029627,East
1/31/2023,Clothing,863.8610005083532,10,309.8748129228526,North
1/31/2023,Home Goods,941.5989214367561,17,233.17274337921995,West
1/31/2023,Sports,,5,561.8192806940413,North
1/31/2023,Books,655.5835281532777,11,112.78900642407574,East
2/1/2023,Electronics,819.3231391353471,15,113.61055541155181,East
2/1/2023,Clothing,470.7619302099754,16,137.58602258691357,West
2/1/2023,Home Goods,1449.9666027025592,4,295.3584652102134,East
2/1/2023,Sports,1013.1108004252822,18,284.2592551567716,East
2/1/2023,Books,1322.1046036296257,19,458.1584156204931,South
2/2/2023,Electronics,755.3502780134534,6,102.87172943361554,North
2/2/2023,Clothing,832.292352,12,134.74822794149043,South
2/2/2023,Home Goods,887.6016014931567,9,113.33534179112887,East
2/2/2023,Sports,754.3969044,15,191.2374305815028,East
2/2/2023,Books,1255.406279380153,17,350.48862443789625,West
2/3/2023,Electronics,813.8908832393345,15,212.40695876411198,West
2/3/2023,Clothing,1712.2425230201789,14,408.8157351028909,North
2/3/2023,Home Goods,906.7827206148419,14,130.8684487714525,East
2/3/2023,Sports,1172.9670889167298,14,381.0792597308252,West
2/3/2023,Books,1093.3750463630608,13,393.7948706781011,South
2/4/2023,Electronics,518.0661039227282,5,80.13714001126192,East
2/4/2023,Clothing,1061.039090760167,17,173.41028940201568,South
2/4/2023,Home Goods,531.8482256851987,13,147.89515052937327,West
2/4/2023,Sports,1062.0068389003231,10,357.63225962936195,North
2/4/2023,Books,1771.9974856331296,2,473.6951164319628,West
2/5/2023,Electronics,812.7949813334264,17,218.91621929329767,South
2/5/2023,Clothing,737.3145239845728,2,127.78099155012231,East
2/5/2023,Home Goods,585.1600807106992,13,116.50803126176889,North
2/5/2023,Sports,891.5731481719068,6,186.88001379405327,West
2/5/2023,Books,928.4519897847825,4,329.8281641920942,South
2/6/2023,Electronics,751.4248686943794,9,93.22937640903527,East
2/6/2023,Clothing,0,8,258.5367897136604,West
2/6/2023,Home Goods,928.3155859400771,11,333.87068500688247,South
2/6/2023,Sports,727.7309013875206,17,179.91300558419826,South
2/6/2023,Books,1158.4949828891129,15,301.8007092,South
2/7/2023,Electronics,1062.251045547741,19,373.4606645,North
2/7/2023,Clothing,830.6328990191275,19,132.77839513074085,West
2/7/2023,Home Goods,0,17,181.10740391063206,North
2/7/2023,Sports,542.7128400490024,5,136.67201865964552,East
2/7/2023,Books,1239.3208943735904,4,243.14565994567045,East
2/8/2023,Electronics,955.4345784978851,10,252.78977447474804,South
2/8/2023,Clothing,877.7619587094205,12,140.8975935948455,West
2/8/2023,Home Goods,819.4093963310846,5,82.60734056889152,North
2/8/2023,Sports,1228.075328390608,11,297.13265416110255,South
2/8/2023,Books,468.92704349743235,17,166.57143814402212,West
2/9/2023,Electronics,690.2112792897116,12,153.61030800313569,North
2/9/2023,Clothing,1050.918785317112,12,224.6534116920165,North
2/9/2023,Home Goods,1026.8181757436948,8,324.9663537339802,West
2/9/2023,Sports,964.0447241903204,9,313.45969873843643,West
2/9/2023,Books,1034.1188380638941,3,154.3729906334005,North
2/10/2023,Electronics,1196.0199213744659,4,233.05521558658512,South
2/10/2023,Clothing,612.6626833153882,18,211.35626946568837,East
2/10/2023,Home Goods,1165.759945704232,6,305.3525369993559,East
2/10/2023,Sports,1088.6651352937458,15,297.47326430326405,North
2/10/2023,Books,928.2464001909494,14,111.3763253973026,West
2/11/2023,Electronics,1246.931492723502,19,327.7619196344809,South
2/11/2023,Clothing,1049.558314036173,8,323.38495613665407,West
2/11/2023,Home Goods,1170.6810023408925,15,425.6464242754699,North
2/11/2023,Sports,1289.7766023878771,4,515.0178379569061,North
2/11/2023,Books,1024.6164613458393,1,319.7767916665607,East
2/12/2023,Electronics,1452.931393737887,10,294.39953295401784,South
2/12/2023,Clothing,1120.6103440140766,13,149.25355504388256,West
2/12/2023,Home Goods,1677.1594843279418,15,568.8733937911624,North
2/12/2023,Sports,719.9085672211226,15,160.31395740009563,North
2/12/2023,Books,1260.881776031698,19,339.99992840317236,South
2/13/2023,Electronics,1406.6913576414854,11,393.4639648858688,West
2/13/2023,Clothing,466.3839253287164,15,86.92411595797395,East
2/13/2023,Home Goods,1448.8132934467549,12,541.2124968226153,West
2/13/2023,Sports,1733.725593885048,15,551.0277097375092,East
2/13/2023,Books,1038.7663545925682,12,135.72915844237826,West
2/14/2023,Electronics,1144.302769521014,8,338.038668,North
2/14/2023,Clothing,1067.1652072837394,9,242.50176945511464,North
2/14/2023,Home Goods,811.7743346867569,4,111.53682299689046,North
2/14/2023,Sports,851.3832271,1,307.32287430994677,East
2/14/2023,Books,1161.3297875220867,15,135.21187546547395,North
2/15/2023,Electronics,592.3865456,10,201.91852888210371,North
2/15/2023,Clothing,0,11,273.40500247868357,East
2/15/2023,Home Goods,1073.8311046870547,18,262.2844215,East
2/15/2023,Sports,549.1704947,12,205.2935716939916,South
2/15/2023,Books,921.7794505324543,7,137.94797749161387,North
2/16/2023,Electronics,0,11,269.6102014027409,West
2/16/2023,Clothing,1208.8619094440255,18,361.52370730148004,East
2/16/2023,Home Goods,988.8892258842646,8,247.8734930912473,North
2/16/2023,Sports,1128.8344736151007,13,247.4353630776065,East
2/16/2023,Books,0,17,117.5590370765292,South
2/17/2023,Electronics,956.6918764228172,16,257.7828647408227,South
2/17/2023,Clothing,1311.997731948949,18,337.5994264,West
2/17/2023,Home Goods,699.8139158281178,17,154.11926166793907,South
2/17/2023,Sports,893.040373,8,320.1868430367996,East
2/17/2023,Books,1071.4888786364345,3,227.14792206918145,South
2/18/2023,Electronics,1019.0899721105666,1,109.67029135562359,West
2/18/2023,Clothing,1285.4542188828862,18,462.8896578538735,West
2/18/2023,Home Goods,1216.5016192129706,8,159.64463948875718,East
2/18/2023,Sports,661.2844686348312,5,101.54909045573878,North
2/18/2023,Books,1514.997332936417,3,262.0212995361851,South
2/19/2023,Electronics,1132.2904545583806,14,395.24405380602497,West
2/19/2023,Clothing,492.02014758706315,18,51.12117725610673,East
2/19/2023,Home Goods,729.8401344438569,1,118.50113316582765,East
2/19/2023,Sports,1410.2110764165982,1,486.85149717435536,West
2/19/2023,Books,1287.4761478457713,11,228.94805960509046,South
2/20/2023,Electronics,901.2007005040593,5,183.44629088305726,West
2/20/2023,Clothing,970.9521887819768,9,224.1326212931444,West
2/20/2023,Home Goods,893.4903017059827,14,215.61675420579675,West
2/20/2023,Sports,1077.2419703747973,17,264.3912780647145,North
2/20/2023,Books,1092.3405306676177,13,241.1505715396613,North
2/21/2023,Electronics,486.9494822030123,11,110.2995019924093,South
2/21/2023,Clothing,613.4657860728025,5,64.73119386066095,South
2/21/2023,Home Goods,1030.2452266762157,10,281.21052676724815,South
2/21/2023,Sports,955.3910727663339,6,333.3574808655023,East
2/21/2023,Books,796.2274249859682,10,113.0687226449691,East
2/22/2023,Electronics,1486.160033549763,7,404.21816104767294,North
2/22/2023,Clothing,1471.1483905783416,14,167.8430109877576,West
2/22/2023,Home Goods,1044.1623488108808,11,194.84917396313335,West
2/22/2023,Sports,933.2375583,4,294.63594930328964,East
2/22/2023,Books,1162.3005617810886,15,448.91079087651286,South
2/23/2023,Electronics,1039.8808555668072,5,254.90233642708532,South
2/23/2023,Clothing,827.3086521286679,13,121.11934533165648,North
2/23/2023,Home Goods,1036.6029443936084,2,136.81031335906576,North
2/23/2023,Sports,686.2261993428706,11,191.79049029984196,North
2/23/2023,Books,465.8329950368553,7,57.19498589643864,South
2/24/2023,Electronics,1189.7223217166563,6,329.63541197242387,East
2/24/2023,Clothing,1291.766334888019,5,164.6674252495795,East
2/24/2023,Home Goods,1065.2523717080683,12,279.7036179985004,West
2/24/2023,Sports,1583.7613854483052,19,506.2769887,North
2/24/2023,Books,1241.4409536201415,16,440.4119732088124,North
2/25/2023,Electronics,1279.0760037860623,18,315.71111837354835,East
2/25/2023,Clothing,915.0054053,15,103.62402479401662,West
2/25/2023,Home Goods,0,7,414.44542029716285,South
2/25/2023,Sports,1245.545420391562,14,169.5894458575348,East
2/25/2023,Books,1040.154296,9,164.11524149019414,West
2/26/2023,Electronics,1338.7208312605428,7,316.6651828384312,East
2/26/2023,Clothing,0,10,286.28666739233154,South
2/26/2023,Home Goods,578.4520233,13,71.19932288,North
2/26/2023,Sports,0,11,232.31947148864975,East
2/26/2023,Books,1433.2519235646905,17,374.82468387797707,South
2/27/2023,Electronics,428.64637844044864,13,123.35045938609433,West
2/27/2023,Clothing,0,2,139.84267634714968,South
2/27/2023,Home Goods,941.1216402171132,2,100.11729486950172,East
2/27/2023,Sports,868.7002990591884,3,105.12047780367536,South
2/27/2023,Books,644.0994714335884,17,142.0749938459185,North
2/28/2023,Electronics,1779.3113929703152,12,703.2284178,South
2/28/2023,Clothing,804.8887167789919,7,206.65981217203145,North
2/28/2023,Home Goods,873.9439548712428,14,165.26355602425875,South
2/28/2023,Sports,915.4646173418479,4,288.0655843097666,North
2/28/2023,Books,989.5945337839656,17,215.22596728153138,West
3/1/2023,Electronics,1070.2644197609561,12,414.11174945570804,North
3/1/2023,Clothing,1295.296719542975,14,362.99334898922604,South
3/1/2023,Home Goods,935.8033467323473,13,371.2850994153777,East
3/1/2023,Sports,1049.9356624639167,19,266.4805516819188,South
3/1/2023,Books,1147.7353792024446,11,175.55577824635546,South
3/2/2023,Electronics,1140.5690480114567,15,188.07665030618878,North
3/2/2023,Clothing,1152.456933247639,3,321.7454870711836,North
3/2/2023,Home Goods,887.9802194870292,18,219.64714838076907,North
3/2/2023,Sports,647.9289378963624,3,223.37346084238868,South
3/2/2023,Books,1413.4824359007173,9,520.8349651960242,North
3/3/2023,Electronics,1205.0757235603248,2,285.8796672173428,West
3/3/2023,Clothing,816.1633928546842,9,92.48192177,South
3/3/2023,Home Goods,883.6895320192048,12,97.75966605315926,East
3/3/2023,Sports,1197.5632818018491,2,266.5008992724217,East
3/3/2023,Books,1603.061361629905,6,285.22651244799505,North
3/4/2023,Electronics,1013.677649341015,5,168.32620210716033,North
3/4/2023,Clothing,810.7023610378158,5,322.2076546376367,South
3/4/2023,Home Goods,0,19,0,West
3/4/2023,Sports,738.9330273569465,8,224.1958611979081,East
3/4/2023,Books,1122.8240253607391,19,404.7199451357461,West
3/5/2023,Electronics,1191.391981045232,1,175.37551818311005,West
3/5/2023,Clothing,1246.1446543592092,10,164.1798425179532,East
3/5/2023,Home Goods,1152.1822093321894,6,180.6235285,North
3/5/2023,Sports,888.9029894208111,7,131.7602845949771,West
3/5/2023,Books,749.9323038162199,2,262.20652072964174,North
3/6/2023,Electronics,765.3712944182594,13,218.19057566543884,North
3/6/2023,Clothing,815.4945965980611,9,236.1216149,East
3/6/2023,Home Goods,933.6408004822604,19,306.5220900726248,South
3/6/2023,Sports,1056.9162650674175,9,411.0322001092728,East
3/6/2023,Books,644.3739985959066,5,84.25378086,West
3/7/2023,Electronics,880.3322523239347,4,105.94897054231983,East
3/7/2023,Clothing,1147.125872,17,315.0594261003535,North
3/7/2023,Home Goods,818.8659282813793,18,295.9881315685442,West
3/7/2023,Sports,824.0355734435971,3,229.3445571579279,West
3/7/2023,Books,1573.2413765376355,7,188.29786746170697,North
3/8/2023,Electronics,960.6884779003012,19,168.84352170842214,East
3/8/2023,Clothing,389.4279278123488,2,70.91015247451595,North
3/8/2023,Home Goods,1026.6856817829107,11,170.6668683051844,South
3/8/2023,Sports,1349.7741146114201,15,410.53351434661766,South
3/8/2023,Books,1129.2520733001245,5,329.2422324066911,South
3/9/2023,Electronics,1072.9922992385098,19,195.56847006012677,East
3/9/2023,Clothing,665.0242587238458,6,112.38004326924072,North
3/9/2023,Home Goods,648.5970970807084,3,70.91775244182011,North
3/9/2023,Sports,1150.7266387571235,12,278.43323748183667,West
3/9/2023,Books,1516.2490891358602,14,244.28345901488228,North
3/10/2023,Electronics,1212.3146623748862,14,314.1183885690011,East
3/10/2023,Clothing,1216.762024087023,3,412.5302037546956,West
3/10/2023,Home Goods,1374.76053,14,384.24306550277674,South
3/10/2023,Sports,1147.4213701058493,12,199.9519275148947,North
3/10/2023,Books,987.9526148066969,2,335.18044116188605,East
3/11/2023,Electronics,570.7674693645856,13,82.68947640084704,North
3/11/2023,Clothing,948.0895363909246,14,372.03977284320814,South
3/11/2023,Home Goods,793.5520929699182,11,244.80650839056162,North
3/11/2023,Sports,1281.9544310589063,9,221.28264728609776,North
3/11/2023,Books,1253.8040634013805,14,178.9788536,West
3/12/2023,Electronics,558.2474865876973,1,149.5514899373748,West
3/12/2023,Clothing,973.0913119577422,18,192.61213001855032,South
3/12/2023,Home Goods,0,1,453.97193677978805,South
3/12/2023,Sports,1027.4757216081289,7,143.65623670706103,East
3/12/2023,Books,1189.6348303805134,15,190.39519359688924,East
3/13/2023,Electronics,706.3700056,12,92.79607635424522,East
3/13/2023,Clothing,0,9,472.3635459,West
3/13/2023,Home Goods,1414.9435002616824,8,444.61214899894344,South
3/13/2023,Sports,1155.4200831535275,7,344.5994591,West
3/13/2023,Books,1392.3959911420316,4,388.81649789405117,South
3/14/2023,Electronics,1622.5782617875798,9,242.0884240181591,South
3/14/2023,Clothing,793.2436545731297,11,251.8135862431632,West
3/14/2023,Home Goods,804.5745989156655,13,229.08057699347688,East
3/14/2023,Sports,0,14,171.88044340255266,West
3/14/2023,Books,944.1830484571358,19,140.2128475210183,South
3/15/2023,Electronics,1312.8295527533203,18,388.5698544880204,North
3/15/2023,Clothing,661.6518338496082,3,109.94558521919716,South
3/15/2023,Home Goods,0,15,207.31960464831255,West
3/15/2023,Sports,1339.3758371193214,5,272.9386747813686,West
3/15/2023,Books,917.5757514476747,18,330.42769811977473,West
3/16/2023,Electronics,877.1634265065386,2,215.78280152097457,South
3/16/2023,Clothing,1022.9848316375382,15,378.7197865771061,South
3/16/2023,Home Goods,733.5367733658256,3,210.44434662314936,West
3/16/2023,Sports,591.0881024346636,15,100.92098065969995,South
3/16/2023,Books,1148.2090558848217,10,196.64572464125828,South
3/17/2023,Electronics,1078.2021297471722,2,166.35913372867478,North
3/17/2023,Clothing,967.8022013,15,268.9285399003845,East
3/17/2023,Home Goods,779.2144242399911,2,100.19018474592836,North
3/17/2023,Sports,1112.2840166731917,2,397.52572069637887,North
3/17/2023,Books,973.9465668609425,1,323.39110528259437,West
3/18/2023,Electronics,578.1146114250154,11,211.07710282903795,South
3/18/2023,Clothing,834.2116015281396,14,166.23068378116088,North
3/18/2023,Home Goods,1298.880045834142,1,305.0161967279644,West
3/18/2023,Sports,851.8730250516062,11,327.6090741084283,North
3/18/2023,Books,895.4043596776422,11,287.35370839731684,North
3/19/2023,Electronics,895.2226887044714,12,216.99236748971902,North
3/19/2023,Clothing,859.6861683577429,15,309.9008599076286,West
3/19/2023,Home Goods,1537.3431360587879,18,608.8000178307201,North
3/19/2023,Sports,1218.2888630910938,1,166.45843080253744,South
3/19/2023,Books,1015.5837657421898,5,386.08686868428197,North
3/20/2023,Electronics,1057.2813252319947,12,152.7802813539055,North
3/20/2023,Clothing,731.6310302758648,18,284.9963388911876,East
3/20/2023,Home Goods,1020.3260718286488,15,261.73303789465643,East
3/20/2023,Sports,1120.034342394465,12,290.8432340552905,East
3/20/2023,Books,718.4596269382455,8,280.89875673656655,North
3/21/2023,Electronics,1193.2804478527905,8,175.23222358088478,South
3/21/2023,Clothing,942.7952798,2,281.41468503921175,East
3/21/2023,Home Goods,1065.229861953917,11,324.86784705197135,South
3/21/2023,Sports,1200.540438858733,15,325.5660665799287,West
3/21/2023,Books,844.9309411,8,286.1384922248734,West
3/22/2023,Electronics,677.0018475467002,16,235.63162032358773,West
3/22/2023,Clothing,0,5,327.92937848588366,South
3/22/2023,Home Goods,1301.5427719834054,9,165.4840161476403,East
3/22/2023,Sports,924.2859869606651,9,122.68314980112274,South
3/22/2023,Books,494.5643815538614,6,114.46776881056084,South
3/23/2023,Electronics,719.8833241779332,18,261.5820941689202,East
3/23/2023,Clothing,1386.9269585126121,7,141.08874829819118,East
3/23/2023,Home Goods,0,1,193.47509111847668,East
3/23/2023,Sports,394.1333353068494,1,67.50055170590457,North
3/23/2023,Books,1321.4202731121163,3,222.23763518966038,South
3/24/2023,Electronics,0,14,183.92945759162797,South
3/24/2023,Clothing,1093.6238256459008,9,233.96521591824683,South
3/24/2023,Home Goods,510.7979897754207,4,144.23480878948172,West
3/24/2023,Sports,1051.2912914704657,6,340.68431000235404,West
3/24/2023,Books,1227.6785769360295,4,464.19799291142385,East
3/25/2023,Electronics,0,4,412.41453648945117,South
3/25/2023,Clothing,859.9555162630654,4,152.24047938381077,West
3/25/2023,Home Goods,871.8025952295486,14,167.54911619617496,East
3/25/2023,Sports,1736.7328598687666,10,491.6693070761054,South
3/25/2023,Books,1293.6680619738177,2,235.17229500033156,West
3/26/2023,Electronics,1027.430238267699,7,312.68334752305776,South
3/26/2023,Clothing,1394.3207274308418,7,359.1059300834935,East
3/26/2023,Home Goods,1284.681996951278,10,482.1742298438353,West
3/26/2023,Sports,801.3662449526771,4,101.06165047930229,South
3/26/2023,Books,826.3110234417488,10,110.47059767439164,North
3/27/2023,Electronics,1019.1065180954848,9,344.58351129584594,East
3/27/2023,Clothing,579.2184184600919,10,214.31483287964164,West
3/27/2023,Home Goods,1524.873022956082,17,260.84655988942285,North
3/27/2023,Sports,1320.9551496103118,4,300.01728343429534,South
3/27/2023,Books,726.1155780927973,18,239.61584665210947,South
3/28/2023,Electronics,1666.8086887405225,15,284.30868386872413,West
3/28/2023,Clothing,628.6537167738652,2,152.0509592257262,North
3/28/2023,Home Goods,1367.375331287843,11,231.8851543466348,South
3/28/2023,Sports,1487.0189686897138,13,413.90117292666656,South
3/28/2023,Books,869.5522714269265,7,268.2945849253356,East
3/29/2023,Electronics,792.7358763,10,181.10834672404368,East
3/29/2023,Clothing,1312.782650690946,4,416.54809477367854,South
3/29/2023,Home Goods,844.0439825353739,7,280.0426674156533,West
3/29/2023,Sports,825.4957258154069,6,170.46395252489768,West
3/29/2023,Books,695.5729808,13,177.8704878706372,South
3/30/2023,Electronics,843.7258541989946,8,307.1362293945384,South
3/30/2023,Clothing,1061.6285788814407,3,275.90382315023174,North
3/30/2023,Home Goods,592.8234308,2,236.08707510460678,South
3/30/2023,Sports,943.2755593,6,252.17059541341038,South
3/30/2023,Books,414.6644575453429,12,52.50905075215774,North
3/31/2023,Electronics,811.3213326433922,13,235.67912237360707,East
